,HomeTeam,AwayTeam,HTGD,ATGD,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,DiffFormPts,DiffLP,FTR
1639,Birmingham,Everton,-0.25,0.333333333,0.75,1.9166666669999999,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.41666666700000005,-7,A
1640,Bolton,Aston Villa,0.384615385,0.307692308,1.692307692,1.384615385,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.0,2,A
1641,Charlton,Norwich,-0.615384615,-0.615384615,1.153846154,0.615384615,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0.076923077,-11,H
1642,Fulham,Chelsea,-0.307692308,1.076923077,1.076923077,2.230769231,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.23076923100000002,7,A
1643,Liverpool,Crystal Palace,0.615384615,-0.23076923100000002,1.5384615380000002,0.923076923,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.23076923100000002,-14,H
1644,Man City,Blackburn,0.076923077,-1.153846154,1.0,0.615384615,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.0,1,D
1645,Southampton,Portsmouth,-0.46153846200000004,-0.076923077,0.615384615,1.153846154,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0,-1,H
1646,Tottenham,Arsenal,-0.23076923100000002,1.4615384619999998,1.0,2.076923077,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,-0.153846154,14,A
1647,Newcastle,Man United,0.0,0.153846154,1.230769231,1.384615385,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.076923077,2,A
1648,West Brom,Middlesbrough,-0.846153846,0.384615385,0.692307692,1.4615384619999998,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.307692308,7,A
1649,Arsenal,West Brom,1.4615384619999998,-0.846153846,2.076923077,0.692307692,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.076923077,-17,D
1650,Chelsea,Bolton,1.214285714,0.28571428600000004,2.285714286,1.571428571,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.35714285700000004,-6,D
1651,Crystal Palace,Newcastle,-0.28571428600000004,-0.14285714300000002,0.857142857,1.142857143,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.28571428600000004,13,A
1652,Everton,Fulham,0.28571428600000004,-0.5,1.857142857,1.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.14285714300000002,8,H
1653,Man United,Charlton,0.28571428600000004,-0.28571428600000004,1.5,1.285714286,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.14285714300000002,-4,H
1654,Middlesbrough,Liverpool,0.428571429,0.428571429,1.571428571,1.428571429,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.28571428600000004,7,H
1655,Norwich,Southampton,-0.857142857,-0.35714285700000004,0.571428571,0.7857142859999999,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,-0.214285714,6,H
1656,Portsmouth,Man City,-0.214285714,0.071428571,1.071428571,1.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.214285714,-3,A
1657,Blackburn,Birmingham,-1.071428571,-0.214285714,0.642857143,0.857142857,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0,5,D
1658,Aston Villa,Tottenham,0.35714285700000004,-0.28571428600000004,1.5,0.9285714290000001,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.5,-9,H
1659,Birmingham,Norwich,-0.214285714,-0.857142857,0.857142857,0.571428571,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.071428571,-8,D
1660,Bolton,Portsmouth,0.26666666699999997,-0.133333333,1.533333333,1.2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.066666667,-5,A
1661,Charlton,Chelsea,-0.4,1.133333333,1.2,2.2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,-0.066666667,5,A
1662,Fulham,Blackburn,-0.533333333,-1.0,0.933333333,0.666666667,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0.0,-6,A
1663,Man City,Aston Villa,0.2,0.4,1.133333333,1.6,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.26666666699999997,10,H
1664,Southampton,Crystal Palace,-0.4,-0.4,0.7333333329999999,0.8,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0.2,-6,D
1665,West Brom,Man United,-0.8,0.4,0.666666667,1.6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.333333333,15,A
1666,Liverpool,Arsenal,0.46666666700000003,1.333333333,1.533333333,2.066666667,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0.066666667,3,H
1667,Newcastle,Everton,0.0,0.333333333,1.266666667,1.9333333330000002,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.2,-12,D
1668,Tottenham,Middlesbrough,-0.333333333,0.533333333,0.8666666670000001,1.6666666669999999,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.46666666700000003,4,H
1669,Arsenal,Birmingham,1.333333333,-0.2,2.066666667,0.8666666670000001,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.066666667,-9,H
1670,Aston Villa,Liverpool,0.25,0.4375,1.5,1.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.125,2,D
1671,Blackburn,Tottenham,-0.8125,-0.1875,0.8125,1.0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.125,0,A
1672,Chelsea,Newcastle,1.3125,0.0,2.25,1.25,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0.1875,-3,H
1673,Everton,Bolton,0.3125,0.1875,1.875,1.4375,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.375,9,H
1674,Man United,Southampton,0.5625,-0.375,1.6875,0.75,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0.3125,-9,H
1675,Norwich,Fulham,-0.6875,-0.625,0.75,0.875,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.25,9,A
1676,Portsmouth,West Brom,-0.0625,-0.9375,1.3125,0.625,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.3125,-5,H
1677,Crystal Palace,Charlton,-0.375,-0.625,0.8125,1.125,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.125,11,A
1678,Middlesbrough,Man City,0.375,0.3125,1.5625,1.25,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,-0.0625,-5,H
1679,Crystal Palace,Blackburn,-0.375,-0.8125,0.8125,0.8125,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,-0.25,3,D
1680,Everton,Liverpool,0.352941176,0.352941176,1.941176471,1.411764706,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.176470588,13,H
1681,Man City,Tottenham,0.235294118,-0.117647059,1.176470588,1.117647059,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.0,1,A
1682,Newcastle,Portsmouth,-0.235294118,-0.058823529000000006,1.176470588,1.294117647,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,-0.176470588,-8,D
1683,Norwich,Bolton,-0.705882353,0.117647059,0.705882353,1.3529411759999999,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.176470588,10,H
1684,Southampton,Middlesbrough,-0.529411765,0.41176470600000004,0.705882353,1.6470588240000001,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.294117647,1,D
1685,West Brom,Charlton,-0.9411764709999999,-0.529411765,0.588235294,1.2352941179999999,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.117647059,11,A
1686,Arsenal,Chelsea,1.294117647,1.470588235,2.0,2.2941176469999998,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.176470588,-1,D
1687,Aston Villa,Birmingham,0.235294118,-0.352941176,1.470588235,0.8235294120000001,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.117647059,-4,A
1688,Fulham,Man United,-0.529411765,0.705882353,1.0,1.764705882,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.352941176,6,D
1689,Liverpool,Portsmouth,0.352941176,-0.058823529000000006,1.411764706,1.294117647,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,-0.176470588,-9,D
1690,Birmingham,West Brom,-0.27777777800000003,-0.944444444,0.944444444,0.5555555560000001,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.222222222,-8,H
1691,Blackburn,Everton,-0.7777777779999999,0.38888888899999996,0.7777777779999999,2.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,-0.166666667,-2,D
1692,Bolton,Man City,0.055555556,0.166666667,1.277777778,1.111111111,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.166666667,-8,A
1693,Chelsea,Norwich,1.388888889,-0.611111111,2.222222222,0.833333333,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.166666667,-16,H
1694,Man United,Crystal Palace,0.666666667,-0.38888888899999996,1.7222222219999999,0.7777777779999999,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.27777777800000003,-15,H
1695,Middlesbrough,Aston Villa,0.38888888899999996,0.166666667,1.611111111,1.388888889,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.166666667,5,H
1696,Tottenham,Southampton,-0.055555556,-0.5,1.222222222,0.7222222220000001,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.38888888899999996,3,H
1697,Liverpool,Newcastle,0.333333333,-0.222222222,1.388888889,1.166666667,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.0,-1,H
1698,Portsmouth,Arsenal,-0.055555556,1.222222222,1.277777778,1.9444444440000002,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0.055555556,12,A
1699,Charlton,Fulham,-0.444444444,-0.5,1.333333333,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0.111111111,-2,H
1700,Arsenal,Fulham,1.210526316,-0.526315789,2.0,0.947368421,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.15789473699999998,-8,H
1701,Birmingham,Middlesbrough,-0.052631579000000005,0.526315789,1.052631579,1.684210526,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.052631579000000005,-1,H
1702,Blackburn,Newcastle,-0.736842105,-0.31578947399999996,0.7894736840000001,1.105263158,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.052631579000000005,10,D
1703,Chelsea,Aston Villa,1.526315789,0.0,2.263157895,1.315789474,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.31578947399999996,-4,H
1704,Crystal Palace,Portsmouth,-0.526315789,-0.10526315800000001,0.736842105,1.210526316,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,-0.052631579000000005,5,A
1705,Everton,Man City,0.36842105299999994,0.21052631600000002,1.947368421,1.210526316,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0.21052631600000002,1,H
1706,Man United,Bolton,0.7894736840000001,0.0,1.789473684,1.210526316,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.36842105299999994,-5,H
1707,Norwich,Tottenham,-0.7894736840000001,0.15789473699999998,0.7894736840000001,1.315789474,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.31578947399999996,3,A
1708,Southampton,Charlton,-0.684210526,-0.36842105299999994,0.684210526,1.4210526319999999,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.42105263200000004,5,D
1709,West Brom,Liverpool,-1.105263158,0.42105263200000004,0.526315789,1.473684211,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.21052631600000002,14,A
1710,Aston Villa,Man United,-0.05,0.85,1.25,1.85,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.35,3,A
1711,Bolton,Blackburn,-0.1,-0.7,1.15,0.8,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.15,-7,A
1712,Charlton,Everton,-0.35,0.4,1.4,2.0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.0,-10,H
1713,Fulham,Birmingham,-0.6,0.05,0.9,1.15,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.4,-1,A
1714,Liverpool,Southampton,0.65,-0.65,1.55,0.7,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.25,-8,H
1715,Man City,West Brom,0.15,-1.3,1.15,0.5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.15,-2,D
1716,Middlesbrough,Norwich,0.4,-0.85,1.6,0.75,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.05,-7,H
1717,Portsmouth,Chelsea,-0.05,1.5,1.3,2.3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.15,11,A
1718,Tottenham,Crystal Palace,0.25,-0.55,1.4,0.7,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.4,-3,D
1719,Newcastle,Arsenal,-0.3,1.25,1.1,2.05,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.25,4,A
1720,Aston Villa,Blackburn,-0.095238095,-0.6190476189999999,1.19047619,0.904761905,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,-0.23809523800000001,-9,H
1721,Bolton,West Brom,-0.14285714300000002,-1.2380952379999999,1.095238095,0.523809524,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,-0.047619048,-10,D
1722,Charlton,Arsenal,-0.23809523800000001,1.2380952379999999,1.476190476,2.095238095,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.095238095,6,A
1723,Fulham,Crystal Palace,-0.6190476189999999,-0.523809524,0.857142857,0.7142857140000001,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,-0.047619048,-9,H
1724,Liverpool,Chelsea,0.666666667,1.523809524,1.619047619,2.333333333,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,2,A
1725,Man City,Southampton,0.14285714300000002,-0.666666667,1.142857143,0.666666667,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0.14285714300000002,4,H
1726,Middlesbrough,Man United,0.47619047600000003,0.857142857,1.6666666669999999,1.904761905,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.14285714300000002,8,A
1727,Newcastle,Birmingham,-0.333333333,0.095238095,1.047619048,1.2380952379999999,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.380952381,-5,H
1728,Portsmouth,Norwich,-0.14285714300000002,-0.904761905,1.2380952379999999,0.7142857140000001,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.14285714300000002,-5,D
1729,Tottenham,Everton,0.23809523800000001,0.28571428600000004,1.380952381,1.904761905,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0.14285714300000002,-2,H
1730,Blackburn,Charlton,-0.636363636,-0.318181818,0.8636363640000001,1.4090909090000001,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0.0,8,H
1731,Crystal Palace,Aston Villa,-0.590909091,-0.045454545,0.681818182,1.2727272729999999,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.090909091,12,H
1732,Norwich,Liverpool,-0.8636363640000001,0.590909091,0.727272727,1.545454545,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.22727272699999998,14,A
1733,West Brom,Newcastle,-1.181818182,-0.272727273,0.545454545,1.136363636,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.090909091,13,D
1734,Arsenal,Man City,1.2727272729999999,0.181818182,2.136363636,1.2272727270000001,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.22727272699999998,-15,D
1735,Birmingham,Bolton,0.045454545,-0.13636363599999998,1.181818182,1.0909090909999999,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.22727272699999998,2,A
1736,Chelsea,Middlesbrough,1.5,0.363636364,2.363636364,1.5909090909999999,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.272727273,-9,H
1737,Everton,Portsmouth,0.13636363599999998,-0.13636363599999998,1.8181818180000002,1.2272727270000001,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.045454545,4,H
1738,Man United,Tottenham,0.9090909090000001,0.363636364,1.954545455,1.454545455,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.090909091,-12,D
1739,Southampton,Fulham,-0.681818182,-0.5,0.636363636,0.954545455,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.090909091,3,D
1740,Aston Villa,Norwich,-0.130434783,-0.869565217,1.217391304,0.695652174,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.086956522,-12,H
1741,Bolton,Arsenal,-0.086956522,1.217391304,1.173913043,2.086956522,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.130434783,7,H
1742,Charlton,Birmingham,-0.347826087,0.0,1.3478260869999998,1.1304347829999999,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0,-3,H
1743,Liverpool,Man United,0.608695652,0.869565217,1.608695652,1.913043478,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,-0.043478261,1,A
1744,Man City,Crystal Palace,0.17391304300000002,-0.47826087,1.217391304,0.7826086959999999,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.043478261,-2,H
1745,Newcastle,Southampton,-0.260869565,-0.6521739129999999,1.1304347829999999,0.6521739129999999,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.130434783,-7,H
1746,Portsmouth,Blackburn,-0.17391304300000002,-0.565217391,1.173913043,0.956521739,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.21739130399999998,-2,A
1747,Tottenham,Chelsea,0.347826087,1.52173913,1.434782609,2.3913043480000002,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,-0.17391304300000002,13,A
1748,Fulham,West Brom,-0.47826087,-1.1304347829999999,0.956521739,0.565217391,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.043478261,-9,H
1749,Middlesbrough,Everton,0.260869565,0.17391304300000002,1.52173913,1.869565217,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,-6,D
1750,Birmingham,Fulham,-0.083333333,-0.41666666700000005,1.083333333,1.041666667,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.291666667,1,A
1751,Chelsea,Portsmouth,1.5416666669999999,-0.208333333,2.416666667,1.125,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.333333333,-11,H
1752,Crystal Palace,Tottenham,-0.541666667,0.25,0.75,1.375,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,-0.041666667000000004,3,H
1753,Everton,Charlton,0.166666667,-0.25,1.8333333330000001,1.4166666669999999,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.041666667000000004,10,A
1754,Man United,Aston Villa,0.875,0.0,1.9583333330000001,1.291666667,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.041666667000000004,-3,H
1755,Norwich,Middlesbrough,-0.958333333,0.25,0.666666667,1.5,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0,7,D
1756,Southampton,Liverpool,-0.666666667,0.541666667,0.625,1.5416666669999999,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.083333333,8,H
1757,West Brom,Man City,-1.125,0.25,0.541666667,1.291666667,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.208333333,2,H
1758,Arsenal,Newcastle,1.125,-0.208333333,2.0,1.208333333,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.125,-4,H
1759,Blackburn,Bolton,-0.5,-0.041666667000000004,1.041666667,1.25,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-0.041666667000000004,7,A
1760,Arsenal,Man United,1.12,0.92,2.04,2.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.12,-2,A
1761,Bolton,Tottenham,0.0,0.12,1.32,1.32,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.32,-7,H
1762,Charlton,Liverpool,-0.2,0.44,1.48,1.48,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.12,3,A
1763,Portsmouth,Middlesbrough,-0.32,0.24,1.08,1.48,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,-0.08,2,H
1764,West Brom,Crystal Palace,-1.0,-0.4,0.64,0.84,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.08,0,D
1765,Birmingham,Southampton,-0.12,-0.56,1.04,0.72,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.16,-2,H
1766,Blackburn,Chelsea,-0.52,1.6,1.0,2.44,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.12,13,A
1767,Everton,Norwich,0.12,-0.92,1.76,0.68,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.12,-1,H
1768,Fulham,Aston Villa,-0.36,-0.08,1.12,1.24,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0.16,3,D
1769,Man City,Newcastle,0.16,-0.24,1.24,1.16,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0.0,11,D
1770,Aston Villa,Arsenal,-0.076923077,1.0,1.230769231,1.9615384619999998,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.038461537999999997,5,A
1771,Crystal Palace,Bolton,-0.384615385,0.076923077,0.846153846,1.384615385,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.192307692,10,A
1772,Liverpool,Fulham,0.46153846200000004,-0.346153846,1.5384615380000002,1.115384615,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.153846154,-5,H
1773,Man United,Birmingham,0.961538462,-0.076923077,2.038461538,1.115384615,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0.23076923100000002,-7,H
1774,Middlesbrough,Blackburn,0.192307692,-0.538461538,1.4230769230000002,0.961538462,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.038461537999999997,-4,H
1775,Newcastle,Charlton,-0.23076923100000002,-0.23076923100000002,1.153846154,1.4230769230000002,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.076923077,-2,D
1776,Norwich,West Brom,-0.923076923,-0.961538462,0.653846154,0.653846154,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,-0.115384615,0,H
1777,Tottenham,Portsmouth,0.038461537999999997,-0.269230769,1.269230769,1.153846154,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.115384615,2,H
1778,Chelsea,Man City,1.5769230769999998,0.153846154,2.461538462,1.230769231,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0.192307692,-14,D
1779,Southampton,Everton,-0.576923077,0.153846154,0.692307692,1.807692308,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,-0.038461537999999997,-5,D
1780,Birmingham,Liverpool,-0.148148148,0.518518519,1.074074074,1.5925925930000002,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-0.111111111,6,H
1781,Blackburn,Norwich,-0.5555555560000001,-0.851851852,0.9259259259999999,0.740740741,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.148148148,-3,H
1782,Bolton,Middlesbrough,0.111111111,0.222222222,1.4444444440000002,1.4814814809999999,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.185185185,-3,D
1783,Everton,Chelsea,0.148148148,1.5185185190000001,1.7777777780000001,2.407407407,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,-0.111111111,15,A
1784,Portsmouth,Aston Villa,-0.333333333,-0.148148148,1.111111111,1.185185185,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.074074074,7,A
1785,Man City,Man United,0.148148148,1.0,1.222222222,2.074074074,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.25925925899999996,13,A
1786,Arsenal,Crystal Palace,1.037037037,-0.40740740700000005,2.0,0.814814815,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.074074074,-17,H
1787,West Brom,Southampton,-0.962962963,-0.5555555560000001,0.62962963,0.703703704,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.0,6,D
1788,Aston Villa,Everton,-0.148148148,0.148148148,1.185185185,1.7777777780000001,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,-0.111111111,-11,A
1789,Crystal Palace,Birmingham,-0.40740740700000005,-0.148148148,0.814814815,1.074074074,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.037037037,8,H
1790,Man United,Portsmouth,1.035714286,-0.35714285700000004,2.107142857,1.071428571,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.214285714,-10,H
1791,Southampton,Arsenal,-0.535714286,1.142857143,0.7142857140000001,2.035714286,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.14285714300000002,11,D
1792,Tottenham,Fulham,0.17857142899999998,-0.46428571399999996,1.392857143,1.035714286,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.17857142899999998,6,H
1793,Middlesbrough,Charlton,0.214285714,-0.214285714,1.464285714,1.392857143,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.071428571,4,D
1794,Newcastle,Bolton,-0.17857142899999998,0.107142857,1.214285714,1.428571429,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.071428571,-3,H
1795,Norwich,Man City,-0.9285714290000001,0.071428571,0.7142857140000001,1.178571429,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.035714286,2,A
1796,Arsenal,Portsmouth,1.142857143,-0.35714285700000004,2.035714286,1.071428571,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.107142857,-12,H
