,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
1142,Blackburn,Wolves,5,1,H,0,0,0,0,0,0,M,M,M,M,M,M,6,18,1,-12,0,0,MMM,MMM,0,0,0
1143,Fulham,Middlesbrough,3,2,H,0,0,0,0,0,0,M,M,M,M,M,M,14,11,1,3,0,0,MMM,MMM,0,0,0
1144,Leicester,Southampton,2,2,D,0,0,0,0,0,0,M,M,M,M,M,M,18,8,1,10,0,0,MMM,MMM,0,0,0
1145,Man United,Bolton,4,0,H,0,0,0,0,0,0,M,M,M,M,M,M,1,17,1,-16,0,0,MMM,MMM,0,0,0
1146,Portsmouth,Aston Villa,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,18,16,1,2,0,0,MMM,MMM,0,0,0
1147,Charlton,Man City,0,3,A,0,0,0,0,0,0,M,M,M,M,M,M,12,9,1,3,0,0,MMM,MMM,0,0,0
1148,Leeds,Newcastle,2,2,D,0,0,0,0,0,0,M,M,M,M,M,M,15,3,1,12,0,0,MMM,MMM,0,0,0
1149,Liverpool,Chelsea,1,2,A,0,0,0,0,0,0,M,M,M,M,M,M,5,4,1,1,0,0,MMM,MMM,0,0,0
1150,Bolton,Blackburn,2,2,D,0,5,4,1,0,1.5,L,M,M,W,M,M,17,6,2,11,-2,2,LMM,WMM,0,3,-1.5
1151,Chelsea,Leicester,2,1,H,2,2,1,2,1.5,0.5,W,M,M,D,M,M,4,18,2,-14,0.5,0,WMM,DMM,3,1,1
1152,Everton,Fulham,3,1,H,1,3,2,2,0,1.5,L,M,M,W,M,M,7,14,2,-7,-0.5,0.5,LMM,WMM,0,3,-1.5
1153,Man City,Portsmouth,1,1,D,3,2,0,1,1.5,1.5,W,M,M,W,M,M,9,18,2,-9,1.5,0.5,WMM,WMM,3,3,0
1154,Newcastle,Man United,1,2,A,2,4,2,0,0.5,1.5,D,M,M,W,M,M,3,1,2,2,0,2,DMM,WMM,1,3,-1
1155,Southampton,Birmingham,0,0,D,2,1,2,0,0.5,1.5,D,M,M,W,M,M,8,13,2,-5,0,0.5,DMM,WMM,1,3,-1
1156,Tottenham,Leeds,2,1,H,0,2,1,2,0,0.5,L,M,M,D,M,M,10,15,2,-5,-0.5,0,LMM,DMM,0,1,-0.5
1157,Wolves,Charlton,0,4,A,1,0,5,3,0,0,L,M,M,L,M,M,18,12,2,6,-2,-1.5,LMM,LMM,0,0,0
1158,Aston Villa,Liverpool,0,0,D,1,1,2,2,0,0,L,M,M,L,M,M,16,5,2,11,-0.5,-0.5,LMM,LMM,0,0,0
1159,Middlesbrough,Arsenal,0,4,A,2,2,3,1,0,1.5,L,M,M,W,M,M,11,2,2,9,-0.5,0.5,LMM,WMM,0,3,-1.5
1160,Blackburn,Man City,2,3,A,7,4,3,1,1.333333333,1.333333333,D,W,M,D,W,M,6,9,3,-3,1.333333333,1,DWM,DWM,4,4,0
1161,Charlton,Everton,2,2,D,4,4,3,3,1,1,W,L,M,W,L,M,12,7,3,5,0.333333333,0.333333333,WLM,WLM,3,3,0
1162,Leeds,Southampton,0,0,D,3,2,4,2,0.333333333,0.666666667,L,D,M,D,D,M,15,8,3,7,-0.333333333,0,LDM,DDM,1,2,-0.333333333
1163,Leicester,Middlesbrough,0,0,D,3,2,4,7,0.333333333,0,L,D,M,L,L,M,18,11,3,7,-0.333333333,-1.666666667,LDM,LLM,1,0,0.333333333
1164,Portsmouth,Bolton,4,0,H,3,2,2,6,1.333333333,0.333333333,D,W,M,D,L,M,18,17,3,1,0.333333333,-1.333333333,DWM,DLM,4,1,1
1165,Arsenal,Aston Villa,2,0,H,6,1,1,2,2,0.333333333,W,W,M,D,L,M,2,16,3,-14,1.666666667,-0.333333333,WWM,DLM,6,1,1.666666667
1166,Liverpool,Tottenham,0,0,D,1,2,2,2,0.333333333,1,D,L,M,W,L,M,5,10,3,-5,-0.333333333,0,DLM,WLM,1,3,-0.666666667
1167,Man United,Wolves,1,0,H,6,1,1,9,2,0,W,W,M,L,L,M,1,18,3,-17,1.666666667,-2.666666667,WWM,LLM,6,0,2
1168,Aston Villa,Leicester,3,1,H,1,3,2,4,0.333333333,0.333333333,D,L,M,L,D,M,16,18,3,-2,-0.333333333,-0.333333333,DLM,LDM,1,1,0
1169,Bolton,Charlton,0,0,D,2,4,6,3,0.333333333,1,D,L,M,W,L,M,17,12,3,5,-1.333333333,0.333333333,DLM,WLM,1,3,-0.666666667
1170,Chelsea,Blackburn,2,2,D,6,9,4,6,1.75,1,D,W,W,L,D,W,4,6,4,-2,0.5,0.75,DWW,LDW,7,4,0.75
1171,Everton,Liverpool,0,3,A,6,1,5,2,1,0.5,D,W,L,D,D,L,7,5,4,2,0.25,-0.25,DWL,DDL,4,2,0.5
1172,Middlesbrough,Leeds,2,3,A,2,3,7,4,0.25,0.5,D,L,L,D,L,D,11,15,4,-4,-1.25,-0.25,DLL,DLD,1,2,-0.25
1173,Newcastle,Birmingham,0,1,A,3,2,5,0,0.25,1.75,L,L,D,W,D,W,3,13,4,-10,-0.5,0.5,LLD,WDW,1,7,-1.5
1174,Tottenham,Fulham,0,3,A,2,7,2,5,1,1.5,D,W,L,W,L,W,10,14,4,-4,0,0.5,DWL,WLW,4,6,-0.5
1175,Wolves,Portsmouth,0,0,D,1,7,10,2,0,1.75,L,L,L,W,D,W,18,18,4,0,-2.25,1.25,LLL,WDW,0,7,-1.75
1176,Man City,Arsenal,1,2,A,7,8,3,1,1.75,2.25,W,D,W,W,W,W,9,2,4,7,1,1.75,WDW,WWW,7,9,-0.5
1177,Southampton,Man United,1,0,H,2,7,2,1,0.75,2.25,D,D,D,W,W,W,8,1,4,7,0,1.5,DDD,WWW,3,9,-1.5
1178,Arsenal,Portsmouth,1,1,D,8,7,1,2,2.25,1.75,W,W,W,W,D,W,2,18,4,-16,1.75,1.25,WWW,WDW,9,7,0.5
1179,Blackburn,Liverpool,1,3,A,9,1,6,2,1,0.5,L,D,W,D,D,L,6,5,4,1,0.75,-0.25,LDW,DDL,4,2,0.5
1180,Bolton,Middlesbrough,2,0,H,2,4,10,10,0.4,0.2,D,L,D,L,D,L,17,11,5,6,-1.6,-1.2,DLD,LDL,2,1,0.2
1181,Charlton,Man United,0,2,A,6,7,5,2,1,1.8,D,D,W,L,W,W,12,1,5,11,0.2,1,DDW,LWW,5,6,-0.2
1182,Chelsea,Tottenham,4,2,H,10,2,6,5,2,0.8,W,D,W,L,D,W,4,10,5,-6,0.8,-0.6,WDW,LDW,7,4,0.6
1183,Everton,Newcastle,2,2,D,6,5,8,7,0.8,0.4,L,D,W,D,L,L,7,3,5,4,-0.4,-0.4,LDW,DLL,4,1,0.6
1184,Southampton,Wolves,2,0,H,3,1,2,10,1.2,0.2,W,D,D,D,L,L,8,18,5,-10,0.2,-1.8,WDD,DLL,5,1,0.8
1185,Birmingham,Fulham,2,2,D,4,9,2,7,1.6,1.4,D,W,D,D,W,L,13,14,5,-1,0.4,0.4,DWD,DWL,5,4,0.2
1186,Man City,Aston Villa,4,1,H,8,4,5,5,1.4,0.8,L,W,D,W,L,D,9,16,5,-7,0.6,-0.2,LWD,WLD,4,4,0
1187,Leicester,Leeds,4,0,H,4,6,7,6,0.4,1,L,D,L,W,D,L,18,15,5,3,-0.6,0,LDL,WDL,1,4,-0.6
1188,Aston Villa,Charlton,2,1,H,4,6,5,5,0.8,1,W,L,D,D,D,W,16,12,5,4,-0.2,0.2,WLD,DDW,4,5,-0.2
1189,Fulham,Man City,2,2,D,9,8,7,5,1.4,1.4,D,W,L,L,W,D,14,9,5,5,0.4,0.6,DWL,LWD,4,4,0
1190,Leeds,Birmingham,0,2,A,6,6,10,2,0.833333333,1.833333333,L,W,D,W,D,W,15,13,6,2,-0.666666667,0.666666667,LWD,WDW,4,7,-0.5
1191,Liverpool,Leicester,2,1,H,7,8,3,7,1.333333333,0.833333333,W,W,D,W,L,D,5,18,6,-13,0.666666667,0.166666667,WWD,WLD,7,4,0.5
1192,Newcastle,Bolton,0,0,D,5,4,7,10,0.5,0.833333333,D,D,L,W,D,L,3,17,6,-14,-0.333333333,-1,DDL,WDL,2,4,-0.333333333
1193,Portsmouth,Blackburn,1,2,A,8,12,3,11,1.5,0.833333333,D,D,W,L,D,L,18,6,6,12,0.833333333,0.166666667,DDW,LDL,5,1,0.666666667
1194,Tottenham,Southampton,1,3,A,4,5,9,2,0.666666667,1.5,L,L,D,W,W,D,10,8,6,2,-0.833333333,0.5,LLD,WWD,1,7,-1
1195,Wolves,Chelsea,0,5,A,1,15,12,6,0.166666667,2.166666667,L,D,L,W,W,D,18,4,6,14,-1.833333333,1.5,LDL,WWD,1,7,-1
1196,Man United,Arsenal,0,0,D,9,11,2,3,2,2.166666667,W,L,W,D,W,W,1,2,6,-1,1.166666667,1.333333333,WLW,DWW,6,7,-0.166666667
1197,Middlesbrough,Everton,1,0,H,4,8,12,10,0.166666667,0.833333333,L,L,D,D,L,D,11,7,6,4,-1.333333333,-0.333333333,LLD,DLD,1,2,-0.166666667
1198,Arsenal,Newcastle,3,2,H,11,5,3,7,2.166666667,0.5,D,W,W,D,D,L,2,3,6,-1,1.333333333,-0.333333333,DWW,DDL,7,2,0.833333333
1199,Birmingham,Portsmouth,2,0,H,6,8,2,3,1.833333333,1.5,W,D,W,D,D,W,13,18,6,-5,0.666666667,0.833333333,WDW,DDW,7,5,0.333333333
1200,Bolton,Wolves,1,1,D,4,1,10,17,0.857142857,0.142857143,D,W,D,L,L,D,17,18,7,-1,-0.857142857,-2.285714286,DWD,LLD,5,1,0.571428571
1201,Chelsea,Aston Villa,1,0,H,16,7,6,10,2.285714286,1,W,W,W,W,L,W,4,16,7,-12,1.428571429,-0.428571429,WWW,WLW,9,6,0.428571429
1202,Leicester,Man United,1,4,A,9,9,9,2,0.714285714,1.857142857,L,W,L,D,W,L,18,1,7,17,0,1,LWL,DWL,3,4,-0.142857143
1203,Southampton,Middlesbrough,0,1,A,8,5,3,12,1.714285714,0.571428571,W,W,W,W,L,L,8,11,7,-3,0.714285714,-1,WWW,WLL,9,3,0.857142857
1204,Blackburn,Fulham,0,2,A,14,13,12,9,1.142857143,1.571428571,W,L,D,W,D,D,6,14,7,-8,0.285714286,0.571428571,WLD,WDD,4,5,-0.142857143
1205,Charlton,Liverpool,3,2,H,7,9,9,4,0.714285714,1.571428571,L,L,D,W,W,W,12,5,7,7,-0.285714286,0.714285714,LLD,WWW,1,9,-1.142857143
1206,Everton,Leeds,4,0,H,8,6,11,12,0.714285714,0.714285714,L,D,L,L,L,W,7,15,7,-8,-0.428571429,-0.857142857,LDL,LLW,1,3,-0.285714286
1207,Man City,Tottenham,0,0,D,14,5,8,12,1.571428571,0.571428571,D,W,L,L,L,L,9,10,7,-1,0.857142857,-1,DWL,LLL,4,0,0.571428571
1208,Fulham,Leicester,2,0,H,13,9,9,9,1.571428571,0.714285714,W,D,D,L,W,L,14,18,7,-4,0.571428571,0,WDD,LWL,5,3,0.285714286
1209,Leeds,Blackburn,2,1,H,6,14,12,12,0.714285714,1.142857143,L,L,W,W,L,D,15,6,7,9,-0.857142857,0.285714286,LLW,WLD,3,4,-0.142857143
1210,Liverpool,Arsenal,1,2,A,11,14,7,5,1.375,2.125,L,W,W,W,D,D,5,2,8,3,0.5,1.125,LWW,WDD,6,5,0.125
1211,Man United,Birmingham,3,0,H,13,8,3,5,2,1.75,W,D,W,L,W,W,1,13,8,-12,1.25,0.375,WDW,LWW,7,6,0.125
1212,Newcastle,Southampton,1,0,H,8,8,10,4,0.75,1.5,W,L,D,L,W,W,3,8,8,-5,-0.25,0.5,WLD,LWW,4,6,-0.25
1213,Portsmouth,Charlton,1,2,A,9,10,7,11,1.125,1,L,L,D,W,L,L,18,12,8,6,0.25,-0.125,LLD,WLL,1,3,-0.25
1214,Tottenham,Everton,3,0,H,5,12,12,11,0.625,1,D,L,L,W,L,D,10,7,8,3,-0.875,0.125,DLL,WLD,1,4,-0.375
1215,Wolves,Man City,1,0,H,2,14,18,8,0.25,1.5,D,L,L,D,D,W,18,9,8,9,-2,0.75,DLL,DDW,1,5,-0.5
1216,Aston Villa,Bolton,1,1,D,7,5,11,11,0.875,0.875,L,W,L,D,D,W,16,17,8,-1,-0.5,-0.75,LWL,DDW,3,5,-0.25
1217,Middlesbrough,Chelsea,1,2,A,6,18,12,7,0.875,2.375,W,W,L,W,W,W,11,4,8,7,-0.75,1.375,WWL,WWW,6,9,-0.375
1218,Birmingham,Chelsea,0,0,D,8,18,5,7,1.75,2.375,L,W,W,W,W,W,13,4,8,9,0.375,1.375,LWW,WWW,6,9,-0.375
1219,Arsenal,Chelsea,2,1,H,14,18,5,7,2.125,2.375,W,D,D,W,W,W,2,4,8,-2,1.125,1.375,WDD,WWW,5,9,-0.5
1220,Fulham,Wolves,0,0,D,15,3,9,18,1.666666667,0.555555556,D,W,W,W,D,L,14,18,9,-4,0.666666667,-1.666666667,DWW,WDL,7,4,0.333333333
1221,Leeds,Man United,0,1,A,8,16,17,3,0.888888889,2.111111111,W,L,L,W,W,D,15,1,9,14,-1,1.444444444,WLL,WWD,3,7,-0.444444444
1222,Man City,Bolton,6,2,H,14,6,9,12,1.333333333,0.888888889,L,D,D,D,D,D,9,17,9,-8,0.555555556,-0.666666667,LDD,DDD,2,3,-0.111111111
1223,Middlesbrough,Newcastle,0,1,A,7,9,14,10,0.777777778,1,L,W,W,W,W,L,11,3,9,8,-0.777777778,-0.111111111,LWW,WWL,6,6,0
1224,Portsmouth,Liverpool,1,0,H,10,12,9,9,1,1.222222222,L,L,L,L,L,W,18,5,9,13,0.111111111,0.333333333,LLL,LLW,0,3,-0.333333333
1225,Birmingham,Aston Villa,0,0,D,8,8,5,12,1.666666667,0.888888889,D,L,W,D,L,W,13,16,9,-3,0.333333333,-0.444444444,DLW,DLW,4,4,0
1226,Everton,Southampton,0,0,D,12,8,14,5,0.888888889,1.333333333,L,W,L,L,L,W,7,8,9,-1,-0.222222222,0.333333333,LWL,LLW,3,3,0
1227,Leicester,Tottenham,1,2,A,10,8,15,12,0.555555556,0.888888889,L,L,L,W,D,L,18,10,9,8,-0.555555556,-0.444444444,LLL,WDL,0,4,-0.444444444
1228,Blackburn,Charlton,0,1,A,15,12,16,12,0.888888889,1.222222222,L,L,W,W,W,L,6,12,9,-6,-0.111111111,0,LLW,WWL,3,6,-0.333333333
1229,Fulham,Newcastle,2,3,A,15,9,9,10,1.666666667,1,D,W,W,W,W,L,14,3,9,11,0.666666667,-0.111111111,DWW,WWL,7,6,0.111111111
1230,Aston Villa,Everton,0,0,D,8,12,12,14,0.9,0.9,D,D,L,D,L,W,16,7,10,9,-0.4,-0.2,DDL,DLW,2,4,-0.2
1231,Bolton,Birmingham,0,1,A,8,8,18,5,0.8,1.6,L,D,D,D,D,L,17,13,10,4,-1,0.3,LDD,DDL,2,2,0
1232,Chelsea,Man City,1,0,H,19,20,9,11,2,1.5,L,D,W,W,L,D,4,9,10,-5,1,0.9,LDW,WLD,4,4,0
1233,Liverpool,Leeds,3,1,H,12,8,10,18,1.1,0.8,L,L,L,L,W,L,5,15,10,-10,0.2,-1,LLL,LWL,0,3,-0.3
1234,Man United,Fulham,1,3,A,17,17,3,12,2.2,1.5,W,W,W,L,D,W,1,14,10,-13,1.4,0.5,WWW,LDW,9,4,0.5
1235,Newcastle,Portsmouth,3,0,H,12,11,12,9,1.2,1.2,W,W,W,W,L,L,3,18,10,-15,0,0.2,WWW,WLL,9,3,0.6
1236,Southampton,Blackburn,2,0,H,8,15,5,17,1.3,0.8,D,L,L,L,L,L,8,6,10,2,0.3,-0.2,DLL,LLL,1,0,0.1
1237,Wolves,Leicester,4,3,H,3,11,18,17,0.6,0.5,D,W,D,L,L,L,18,18,10,0,-1.5,-0.6,DWD,LLL,5,0,0.5
1238,Charlton,Arsenal,1,1,D,13,18,12,7,1.4,2.3,W,W,W,W,W,W,12,2,10,10,0.1,1.1,WWW,WWW,9,9,0
1239,Tottenham,Middlesbrough,0,0,D,10,7,13,15,1.1,0.7,W,W,D,L,L,W,10,11,10,-1,-0.3,-0.8,WWD,LLW,7,3,0.4
1240,Everton,Chelsea,0,1,A,12,20,14,9,0.909090909,2.090909091,D,D,L,W,L,D,7,4,11,3,-0.181818182,1,DDL,WLD,2,4,-0.181818182
1241,Leeds,Arsenal,1,4,A,9,19,21,8,0.727272727,2.181818182,L,L,W,D,W,W,15,2,11,13,-1.090909091,1,LLW,DWW,3,7,-0.363636364
1242,Man United,Portsmouth,3,0,H,18,11,6,12,2,1.090909091,L,W,W,L,W,L,1,18,11,-17,1.090909091,-0.090909091,LWW,LWL,6,3,0.272727273
1243,Middlesbrough,Wolves,2,0,H,7,7,15,21,0.727272727,0.818181818,D,L,L,W,D,W,11,18,11,-7,-0.727272727,-1.272727273,DLL,WDW,1,7,-0.545454545
1244,Newcastle,Aston Villa,1,1,D,15,8,12,12,1.363636364,0.909090909,W,W,W,D,D,D,3,16,11,-13,0.272727273,-0.363636364,WWW,DDD,9,3,0.545454545
1245,Southampton,Man City,0,2,A,10,20,5,12,1.454545455,1.363636364,W,D,L,L,W,L,8,9,11,-1,0.454545455,0.727272727,WDL,LWL,4,3,0.090909091
1246,Tottenham,Bolton,0,1,A,10,8,13,19,1.090909091,0.727272727,D,W,W,L,L,D,10,17,11,-7,-0.272727273,-1,DWW,LLD,7,1,0.545454545
1247,Fulham,Liverpool,1,2,A,20,15,13,11,1.636363636,1.272727273,W,L,D,W,L,L,14,5,11,9,0.636363636,0.363636364,WLD,WLL,4,3,0.090909091
1248,Leicester,Blackburn,2,0,H,14,15,21,19,0.454545455,0.727272727,L,L,L,L,L,L,18,6,11,12,-0.636363636,-0.363636364,LLL,LLL,0,0,0
1249,Birmingham,Charlton,1,2,A,9,14,5,13,1.727272727,1.363636364,W,D,D,D,W,W,13,12,11,1,0.363636364,0.090909091,WDD,DWW,5,7,-0.181818182
1250,Arsenal,Tottenham,2,1,H,23,10,9,14,2.25,1,W,D,W,L,D,W,2,10,12,-8,1.166666667,-0.333333333,WDW,LDW,7,4,0.25
1251,Aston Villa,Middlesbrough,0,2,A,9,9,13,15,0.916666667,0.916666667,D,D,D,W,D,L,16,11,12,5,-0.333333333,-0.5,DDD,WDL,3,4,-0.083333333
1252,Bolton,Southampton,0,0,D,9,10,19,7,0.916666667,1.333333333,W,L,L,L,W,D,17,8,12,9,-0.833333333,0.25,WLL,LWD,3,4,-0.083333333
1253,Charlton,Fulham,3,1,H,16,21,14,15,1.5,1.5,W,D,W,L,W,L,12,14,12,-2,0.166666667,0.5,WDW,LWL,7,3,0.333333333
1254,Portsmouth,Leeds,6,1,H,11,10,15,25,1,0.666666667,L,L,W,L,L,L,18,15,12,3,-0.333333333,-1.25,LLW,LLL,3,0,0.25
1255,Wolves,Birmingham,1,1,D,7,10,23,7,0.75,1.583333333,L,W,D,L,W,D,18,13,12,5,-1.333333333,0.25,LWD,LWD,4,4,0
1256,Chelsea,Newcastle,5,0,H,21,16,9,13,2.166666667,1.333333333,W,W,L,D,W,W,4,3,12,1,1,0.25,WWL,DWW,6,7,-0.083333333
1257,Liverpool,Man United,1,2,A,17,21,12,6,1.416666667,2.083333333,W,W,L,W,L,W,5,1,12,4,0.416666667,1.25,WWL,WLW,6,6,0
1258,Man City,Leicester,0,3,A,22,16,12,21,1.5,0.666666667,W,L,W,W,L,L,9,18,12,-9,0.833333333,-0.416666667,WLW,WLL,6,3,0.25
1259,Blackburn,Everton,2,1,H,15,12,21,15,0.666666667,0.833333333,L,L,L,L,D,D,6,7,12,-1,-0.5,-0.25,LLL,LDD,0,2,-0.166666667
1260,Birmingham,Arsenal,0,3,A,11,25,8,10,1.538461538,2.307692308,D,L,W,W,W,D,13,2,13,11,0.230769231,1.153846154,DLW,WWD,4,7,-0.230769231
1261,Everton,Wolves,2,0,H,13,8,17,24,0.769230769,0.769230769,L,L,D,D,L,W,7,18,13,-11,-0.307692308,-1.230769231,LLD,DLW,1,4,-0.230769231
1262,Leeds,Bolton,0,2,A,11,9,31,19,0.615384615,0.923076923,L,L,L,D,W,L,15,17,13,-2,-1.538461538,-0.769230769,LLL,DWL,0,4,-0.307692308
1263,Leicester,Charlton,1,1,D,19,19,21,15,0.846153846,1.615384615,W,W,L,W,W,D,18,12,13,6,-0.153846154,0.307692308,WWL,WWD,6,7,-0.076923077
1264,Man United,Blackburn,2,1,H,23,17,7,22,2.153846154,0.846153846,W,W,L,W,L,L,1,6,13,-5,1.230769231,-0.384615385,WWL,WLL,6,3,0.230769231
1265,Middlesbrough,Liverpool,0,0,D,11,18,15,14,1.076923077,1.307692308,W,W,D,L,W,W,11,5,13,6,-0.307692308,0.307692308,WWD,LWW,7,6,0.076923077
1266,Newcastle,Man City,3,0,H,16,22,18,15,1.230769231,1.384615385,L,D,W,L,W,L,3,9,13,-6,-0.153846154,0.538461538,LDW,LWL,4,3,0.076923077
1267,Southampton,Chelsea,0,1,A,10,26,7,9,1.307692308,2.230769231,D,L,W,W,W,W,8,4,13,4,0.230769231,1.307692308,DLW,WWW,4,9,-0.384615385
1268,Tottenham,Aston Villa,2,1,H,11,9,16,15,0.923076923,0.846153846,L,L,D,L,D,D,10,16,13,-6,-0.384615385,-0.461538462,LLD,LDD,1,2,-0.076923077
1269,Fulham,Portsmouth,2,0,H,22,17,18,16,1.384615385,1.153846154,L,L,W,W,L,L,14,18,13,-4,0.307692308,0.076923077,LLW,WLL,3,3,0
1270,Aston Villa,Southampton,1,0,H,10,10,17,8,0.785714286,1.214285714,L,L,D,L,D,L,16,8,14,8,-0.5,0.142857143,LLD,LDL,1,1,0
1271,Blackburn,Tottenham,1,0,H,18,13,24,17,0.785714286,1.071428571,L,W,L,W,L,L,6,10,14,-4,-0.428571429,-0.285714286,LWL,WLL,3,3,0
1272,Bolton,Everton,2,0,H,11,15,19,17,1.071428571,0.928571429,W,D,W,W,L,L,17,7,14,10,-0.571428571,-0.142857143,WDW,WLL,7,3,0.285714286
1273,Charlton,Leeds,0,1,A,20,11,16,33,1.571428571,0.571428571,D,W,W,L,L,L,12,15,14,-3,0.285714286,-1.571428571,DWW,LLL,7,0,0.5
1274,Portsmouth,Leicester,0,2,A,17,20,18,22,1.071428571,0.857142857,L,W,L,D,W,W,18,18,14,0,-0.071428571,-0.142857143,LWL,DWW,3,7,-0.285714286
1275,Wolves,Newcastle,1,1,D,8,19,26,18,0.714285714,1.357142857,L,D,L,W,L,D,18,3,14,15,-1.285714286,0.071428571,LDL,WLD,1,4,-0.214285714
1276,Arsenal,Fulham,0,0,D,28,24,10,18,2.357142857,1.5,W,W,W,W,L,L,2,14,14,-12,1.285714286,0.428571429,WWW,WLL,9,3,0.428571429
1277,Chelsea,Man United,1,0,H,27,25,9,8,2.285714286,2.214285714,W,W,W,W,W,W,4,1,14,3,1.285714286,1.214285714,WWW,WWW,9,9,0
1278,Liverpool,Birmingham,3,1,H,18,11,14,11,1.285714286,1.428571429,D,L,W,L,D,L,5,13,14,-8,0.285714286,0,DLW,LDL,4,1,0.214285714
1279,Man City,Middlesbrough,0,1,A,22,11,18,15,1.285714286,1.071428571,L,L,W,D,W,W,9,11,14,-2,0.285714286,-0.285714286,LLW,DWW,3,7,-0.285714286
1280,Birmingham,Blackburn,0,4,A,12,19,14,24,1.333333333,0.933333333,L,L,D,W,L,W,13,6,15,7,-0.133333333,-0.333333333,LLD,WLW,1,6,-0.333333333
1281,Fulham,Bolton,2,1,H,24,13,18,19,1.466666667,1.2,D,W,L,W,W,D,14,17,15,-3,0.4,-0.4,DWL,WWD,4,7,-0.2
1282,Leeds,Chelsea,1,1,D,12,28,33,9,0.733333333,2.333333333,W,L,L,W,W,W,15,4,15,11,-1.4,1.266666667,WLL,WWW,3,9,-0.4
1283,Leicester,Arsenal,1,1,D,22,28,22,10,1,2.266666667,W,D,W,D,W,W,18,2,15,16,0,1.2,WDW,DWW,7,7,0
1284,Man United,Aston Villa,4,0,H,25,11,9,17,2.066666667,0.933333333,L,W,W,W,L,L,1,16,15,-15,1.066666667,-0.4,LWW,WLL,6,3,0.2
1285,Middlesbrough,Portsmouth,0,0,D,12,17,15,20,1.2,1,W,D,W,L,L,W,11,18,15,-7,-0.2,-0.2,WDW,LLW,7,3,0.266666667
1286,Newcastle,Liverpool,1,1,D,20,21,19,15,1.333333333,1.4,D,W,L,W,D,L,3,5,15,-2,0.066666667,0.4,DWL,WDL,4,4,0
1287,Tottenham,Wolves,5,2,H,13,9,18,27,1,0.733333333,L,W,L,D,L,D,10,18,15,-8,-0.333333333,-1.2,LWL,DLD,3,2,0.066666667
1288,Everton,Man City,0,0,D,15,22,19,19,0.866666667,1.2,L,W,L,L,L,L,7,9,15,-2,-0.266666667,0.2,LWL,LLL,3,0,0.2
1289,Southampton,Charlton,3,2,H,10,20,9,17,1.133333333,1.466666667,L,L,D,L,D,W,8,12,15,-4,0.066666667,0.2,LLD,LDW,1,4,-0.2
1290,Chelsea,Bolton,1,2,A,29,14,10,21,2.25,1.125,D,W,W,L,W,W,4,17,16,-13,1.1875,-0.4375,DWW,LWW,7,6,0.0625
1291,Leicester,Birmingham,0,2,A,23,12,23,18,1,1.25,D,W,D,L,L,L,18,13,16,5,0,-0.375,DWD,LLL,5,0,0.3125
1292,Liverpool,Southampton,1,2,A,22,13,16,11,1.375,1.25,D,W,D,W,L,L,5,8,16,-3,0.375,0.125,DWD,WLL,5,3,0.125
1293,Man United,Man City,3,1,H,29,22,9,19,2.125,1.1875,W,L,W,D,L,L,1,9,16,-8,1.25,0.1875,WLW,DLL,6,1,0.3125
1294,Middlesbrough,Charlton,0,0,D,12,22,15,20,1.1875,1.375,D,W,D,L,L,D,11,12,16,-1,-0.1875,0.125,DWD,LLD,5,1,0.25
1295,Newcastle,Tottenham,4,0,H,21,18,20,20,1.3125,1.125,D,D,W,W,L,W,3,10,16,-7,0.0625,-0.125,DDW,WLW,5,6,-0.0625
1296,Portsmouth,Everton,1,2,A,17,15,20,19,1,0.875,D,L,L,D,L,W,18,7,16,11,-0.1875,-0.25,DLL,DLW,1,4,-0.1875
1297,Arsenal,Blackburn,1,0,H,29,23,11,24,2.1875,1.0625,D,D,W,W,W,L,2,6,16,-4,1.125,-0.0625,DDW,WWL,5,6,-0.0625
1298,Aston Villa,Wolves,3,2,H,11,11,21,32,0.875,0.6875,L,W,L,L,D,L,16,18,16,-2,-0.625,-1.3125,LWL,LDL,3,1,0.125
1299,Leeds,Fulham,3,2,H,13,26,34,19,0.75,1.5625,D,W,L,W,D,W,15,14,16,1,-1.3125,0.4375,DWL,WDW,4,7,-0.1875
1300,Blackburn,Aston Villa,0,2,A,23,14,25,23,1,1,L,W,W,W,L,W,6,16,17,-10,-0.117647059,-0.529411765,LWW,WLW,6,6,0
1301,Bolton,Arsenal,1,1,D,16,30,22,11,1.235294118,2.235294118,W,L,W,W,D,D,17,2,17,15,-0.352941176,1.117647059,WLW,WDD,6,5,0.058823529
1302,Charlton,Newcastle,0,0,D,22,25,20,20,1.352941176,1.411764706,D,L,L,W,D,D,12,3,17,9,0.117647059,0.294117647,DLL,WDD,1,5,-0.235294118
1303,Everton,Leicester,3,2,H,17,23,20,25,1,0.941176471,W,D,L,L,D,W,7,18,17,-11,-0.176470588,-0.117647059,WDL,LDW,4,4,0
1304,Fulham,Chelsea,0,1,A,28,30,22,12,1.470588235,2.117647059,L,W,D,L,D,W,14,4,17,10,0.352941176,1.058823529,LWD,LDW,4,4,0
